id,business_name,country,city,maps_profile,website_status,social,contact,owner,why_need_website,quality
11,Valley Orchard Dried Fruit Co.,USA,"Bakersfield, CA",https://maps.google.com/?q=Valley+Orchard+Dried+Fruit+Bakersfield+CA,Outdated WIX free tier site,FB: ValleyOrchardFruits,+1 661-397-1234 | valleyorchardca@gmail.com,Sarah Jenkins (Marketing Lead),"Local orchard selling dried peaches, figs & pecans. WIX ad banner ruins premium brand perception.",High
12,Midwest Nut & Candy Emporium,USA,"Columbus, OH",https://maps.google.com/?q=Midwest+Nut+Candy+Emporium+Columbus+OH,No e-commerce (PDF catalog only),FB: MidwestNutEmporium,+1 614-488-9900 | info@midwestnutemporium.com,Greg Miller (Owner),Historic local nut roaster. Requires real-time online inventory and cart for retail customers.,Medium
13,Al-Arabiya Nuts & Roasting House,USA,"Dallas, TX",https://maps.google.com/?q=Al+Arabiya+Nuts+Dallas+TX,No website (Google Business Profile),IG: @alarabiya_nuts_dallas,+1 214-575-8844 | alarabiyanutsdfw@gmail.com,Youssef Nader (Owner),High Yelp reviews for smoked cashews & pumpkin seeds. No digital channel for bulk online orders.,High
14,Oasis Date Gardens Retail Store,USA,"Thermal, CA",https://maps.google.com/?q=Oasis+Date+Gardens+Thermal+CA,Outdated legacy site,FB: OasisDateGardens,+1 760-399-5151 | retail@oasisdate.com,Elena Ramirez (Store Operations),"Historic date farm. Legacy site is clunky on mobile devices, missing gift-box customization.",High
15,Desert Gold Dates & Organic Nuts,USA,"Phoenix, AZ",https://maps.google.com/?q=Desert+Gold+Dates+Phoenix+AZ,No website (FB page only),FB: DesertGoldDatesAZ,+1 602-276-8800 | desertgolddates@gmail.com,Marcus Vance (Co-Owner),Sells high grade Arizona dates & pecans. Relying on phone orders and farmers market stalls.,Medium
16,Mediterranean Nut & Spice Market,USA,"Tampa, FL",https://maps.google.com/?q=Mediterranean+Nut+Spice+Tampa+FL,No website (Google Maps profile),IG: @mednutmarket_tampa,+1 813-931-7788 | mednutmarket@gmail.com,Khaled El-Sayed (Owner),Specialized imported Turkish & Greek nuts. No web presence to capture Florida foodies.,High
17,Sunland Gourmet Dried Fruit & Snacks,USA,"Sacramento, CA",https://maps.google.com/?q=Sunland+Gourmet+Dried+Fruit+Sacramento+CA,Basic Weebly site (No SSL / No checkout),FB: SunlandSnacksSac,+1 916-442-3311 | sunlandsnacks@yahoo.com,Jessica Thorne (Owner),Insecure site turns off online buyers. Needs modern SSL-enabled Next.js e-commerce storefront.,High
18,Jerusalem Nut House,USA,"Jersey City, NJ",https://maps.google.com/?q=Jerusalem+Nut+House+Jersey+City+NJ,No website (Google Maps & phone only),FB: JerusalemNutHouseJC,+1 201-434-9922 | jerusalemnuthouse@gmail.com,Ibrahim Qasim (Owner),"Famous for freshly roasted watermelon seeds, pine nuts & dates. Missing out on regional shipping.",High
19,Cascade Organic Dried Berry & Nut Co.,USA,"Portland, OR",https://maps.google.com/?q=Cascade+Organic+Dried+Berry+Portland+OR,Outdated WordPress site with broken plugins,IG: @cascade_organics_pdx,+1 503-233-6644 | info@cascadeorganics.net,Chloe Bennett (Founder),"Artisanal dried blueberries, hazelnuts & trail mixes. Current site crashes at checkout.",High
20,Baja Roasters & Nut Traders,USA,"San Diego, CA",https://maps.google.com/?q=Baja+Roasters+Nut+Traders+San+Diego+CA,No website (Instagram store link missing),IG: @bajaroasters_sd,+1 619-280-5511 | bajaroasters@gmail.com,Mateo Gutierrez (Manager),High volume of gourmet spicy nuts and trail mixes sold locally. Needs online store for expansion.,Medium
21,Atlas Date & Dry Fruit Traders,USA,"Minneapolis, MN",https://maps.google.com/?q=Atlas+Date+Traders+Minneapolis+MN,No website (Phone orders only),FB: AtlasDatesMN,+1 612-871-3300 | atlasdatesmn@gmail.com,Omar Farah (Owner),Supplies premium North African dates & walnuts across Twin Cities. Needs e-commerce catalog.,High
22,Golden Gate Dried Fruit & Gift Shop,USA,"San Francisco, CA",https://maps.google.com/?q=Golden+Gate+Dried+Fruit+San+Francisco+CA,Static page without cart,IG: @goldengatefruit_sf,+1 415-982-1188 | sales@goldengatefruit.com,Lillian Wong (Co-Owner),Tourist-heavy location selling dried mangoes & nuts. Wants automated global & national delivery site.,High
23,Al-Mustafa Sweets & Dry Fruits,USA,"Philadelphia, PA",https://maps.google.com/?q=Al+Mustafa+Dry+Fruits+Philadelphia+PA,No website (Google Maps profile),FB: AlMustafaPhilly,+1 215-724-4400 | almustafaphilly@gmail.com,Mustafa Ali (Owner),"Sells high-grade almonds, cashews & dates. No online menu or order placement.",Medium
24,Peanut & Nut Emporium,USA,"Atlanta, GA",https://maps.google.com/?q=Peanut+Nut+Emporium+Atlanta+GA,Outdated Square site (Limited inventory display),IG: @atlanta_nut_emporium,+1 404-523-7799 | contact@atlnutemporium.com,Charles Dupree (Owner),Southern pecan & roasted nut specialist. Square site lacks bundle customization and luxury design.,High
25,Palmyra Date Co.,USA,"Allentown, PA",https://maps.google.com/?q=Palmyra+Date+Co+Allentown+PA,No website (WhatsApp DM sales only),IG: @palmyradates_pa,+1 610-432-1155 | palmyradates@gmail.com,Samer Kabbani (Owner),"Imports premium organic Syrian & Jordan dates. Manually billing via PayPal invoices, needs streamlined storefront.",High
26,Al-Yasmeen Nuts & Roastery,Canada,"Mississauga, ON",https://maps.google.com/?q=Al+Yasmeen+Nuts+Mississauga+ON,No website (Google Maps & IG page only),IG: @alyasmeennuts_sauga,+1 905-270-8880 | alyasmeennuts@gmail.com,Fadi Al-Yasmeen (Owner),Top-rated roastery in GTA. Customers constantly request online shipping across Canada.,High
27,Montreal Nut & Dry Fruit House,Canada,"Montreal, QC",https://maps.google.com/?q=Montreal+Nut+Dry+Fruit+Montreal+QC,"Outdated 1-page site (French only, no cart)",FB: MontrealNutHouse,+1 514-388-5522 | info@montrealnuthouse.ca,Jacques Tremblay (Manager),Bilingual market needs modern English/French luxury storefront with full cart & payment system.,High
28,Balkh Dry Fruit & Date Traders,Canada,"Toronto, ON",https://maps.google.com/?q=Balkh+Dry+Fruit+Toronto+ON,No website (Google Maps listing),FB: BalkhDryFruitTO,+1 416-751-9933 | balkhdryfruit@gmail.com,Ahmad Balkhi (Owner),"Imports premium raisins, pine nuts & mulberries. Operates offline only.",High
29,Pacific Nut & Dried Fruit Co.,Canada,"Vancouver, BC",https://maps.google.com/?q=Pacific+Nut+Dried+Fruit+Vancouver+BC,Broken ecommerce checkout script,IG: @pacificnut_van,+1 604-255-4411 | sales@pacificnut.ca,Gordon Liu (Co-Founder),Supplies Vancouver vegan & health community. Current WordPress checkout fails on mobile.,High
30,Al-Arz Date & Nut House,Canada,"Ottawa, ON",https://maps.google.com/?q=Al+Arz+Date+Nut+Ottawa+ON,No website (Facebook catalog only),FB: AlArzNutHouseOttawa,+1 613-744-6633 | alarznuthouse@gmail.com,Rami El-Khoury (Manager),High demand for Eid & holiday date boxes in Ottawa. Needs dedicated order portal.,High
31,Calgary Date & Snack Market,Canada,"Calgary, AB",https://maps.google.com/?q=Calgary+Date+Snack+Calgary+AB,No website (Google Maps profile),IG: @calgarydatesnacks,+1 403-248-1199 | calgarydates@gmail.com,Tariq Mansoor (Owner),Specialty supplier of stuffed Medjool dates & roasted almonds in Alberta.,Medium
32,Cedar Dates & Organic Groceries,Canada,"Edmonton, AB",https://maps.google.com/?q=Cedar+Dates+Edmonton+AB,Outdated WIX site without payment gateway,FB: CedarDatesEdmonton,+1 780-469-8877 | info@cedardates.ca,Bilal Kassam (Co-Owner),"WIX site has no payment integration, requiring interac e-transfers manually.",High
33,Syrian Roastery & Gourmet Dry Fruits,Canada,"Scarborough, ON",https://maps.google.com/?q=Syrian+Roastery+Scarborough+ON,No website (Instagram orders only),IG: @syrianroastery_scarborough,+1 416-291-7700 | syrianroastery@outlook.com,Wael Al-Dimashqi (Owner),Highly viral Instagram roastery. Needs automated e-commerce for shipping across Ontario.,High
34,Fraser Valley Dried Fruit & Berry Barn,Canada,"Abbotsford, BC",https://maps.google.com/?q=Fraser+Valley+Dried+Fruit+Abbotsford+BC,Static HTML page built in 2010,FB: FraserValleyDriedFruits,+1 604-853-2211 | fvdriedfruits@telus.net,Hannah Wiens (Owner),"Farm store selling dried cranberries, blueberries & hazelnuts. Mobile user experience non-existent.",High
35,Al-Zahra Gourmet Dates & Sweets,Canada,"Windsor, ON",https://maps.google.com/?q=Al+Zahra+Gourmet+Dates+Windsor+ON,No website (Google Business Profile),FB: AlZahraWindsor,+1 519-977-3344 | alzahrawindsor@gmail.com,Fatima Zahra (Owner),Cross-border popularity with Detroit buyers. Needs e-commerce store with CAD/USD currency toggle.,High
36,Royal Nut & Spice Traders,Canada,"Hamilton, ON",https://maps.google.com/?q=Royal+Nut+Spice+Hamilton+ON,Outdated site with broken image links,IG: @royalnuthamilton,+1 905-528-9911 | royalnuthamilton@gmail.com,Suresh Patel (Owner),Prominent nut & dried fruit supplier in Hamilton market. Outdated site repels younger buyers.,Medium
37,Kabul Dry Fruit House,Canada,"Burnaby, BC",https://maps.google.com/?q=Kabul+Dry+Fruit+Burnaby+BC,No website (Phone orders only),FB: KabulDryFruitBurnaby,+1 604-420-5566 | kabuldryfruitbc@gmail.com,Habib Ahmadi (Owner),"Imports premium Afghan figs, almonds & pistachios. Needs modern catalog website.",High
38,Maple Leaf Nut & Snack Co.,Canada,"Kitchener, ON",https://maps.google.com/?q=Maple+Leaf+Nut+Snack+Kitchener+ON,No website (Google Maps profile),IG: @mapleleafnuts_kw,+1 519-743-8822 | mapleleafnuts@gmail.com,David Miller (Co-Founder),Local roasted nuts & maple-coated pecans supplier. Lacks online shop.,Medium
39,Golden Palm Dates & Spices,Canada,"Laval, QC",https://maps.google.com/?q=Golden+Palm+Dates+Laval+QC,No website (Instagram DM ordering),IG: @goldenpalmdates_qc,+1 450-681-4477 | goldenpalmdates@gmail.com,Karim Bennani (Owner),High-end date boutique in Greater Montreal area taking orders via DMs.,High
40,Atlantic Dried Fruit & Nut Boutique,Canada,"Halifax, NS",https://maps.google.com/?q=Atlantic+Dried+Fruit+Halifax+NS,Under construction for over 1 year,FB: AtlanticDriedFruitHalifax,+1 902-429-1133 | atlanticdriedfruit@gmail.com,Sean MacLeod (Owner),"Only specialty dried fruit shop in Halifax. Site stuck 'under construction', losing customers.",High
41,Damascus Nut House & Roastery,UK,"Edgware Road, London",https://maps.google.com/?q=Damascus+Nut+House+Edgware+Road+London,No website (Google Maps & IG only),IG: @damascusnuthouse_london,+44 20 7723 4488 | info@damascusnuthouse.co.uk,Walid Al-Shami (Owner),Iconic London store for roasted nuts & dates. Missing out on nationwide UK e-commerce orders.,High
42,Al-Medina Dates & Dry Fruits,UK,Birmingham,https://maps.google.com/?q=Al+Medina+Dates+Birmingham+UK,Outdated basic page (No online ordering),FB: AlMedinaDatesBham,+44 121 773 9922 | almedinadatesbham@gmail.com,Farhan Malik (Manager),Major distributor of Ajwa & Safawi dates on Ladypool Road. Needs turnkey e-commerce store.,High
43,Manchester Nut & Seed Emporium,UK,Manchester,https://maps.google.com/?q=Manchester+Nut+Seed+Manchester+UK,No website (Google Business Profile),IG: @mcr_nut_emporium,+44 161 224 5511 | mcrnutemporium@gmail.com,Tariq Mahmood (Owner),"Rusholme area favorite for fresh cashews, almonds & pistachios. No web store.",High
44,Palmyra Dates & Gourmet Gifts,UK,Leicester,https://maps.google.com/?q=Palmyra+Dates+Leicester+UK,Expired e-commerce platform link,IG: @palmyradates_uk,+44 116 251 3344 | palmyradatesuk@gmail.com,Zaid Al-Mansoor (Founder),Specializes in luxury date gift boxes for corporate clients. E-commerce site went down.,High
45,Kashmir Dry Fruits & Nuts House,UK,Bradford,https://maps.google.com/?q=Kashmir+Dry+Fruits+Bradford+UK,No website (WhatsApp ordering catalog),FB: KashmirDryFruitsBradford,+44 1274 395588 | kashmirdryfruits@gmail.com,Rashid Khan (Owner),"Imports pine nuts, walnuts & dried figs. Taking orders manually over WhatsApp.",High
46,Green Orchard Dried Fruit Co.,UK,Bristol,https://maps.google.com/?q=Green+Orchard+Dried+Fruit+Bristol+UK,Outdated blog-style site,IG: @greenorchard_bristol,+44 117 924 8833 | greenorchardbristol@gmail.com,Oliver Smith (Co-Owner),"Organic dried apple rings, mangoes & nuts. Blog has no functional cart or stock tracker.",Medium
47,Al-Andalus Dates & Roastery,UK,"Shepherds Bush, London",https://maps.google.com/?q=Al+Andalus+Dates+London+UK,No website (Google Maps listing),IG: @alandalus_london,+44 20 8740 1199 | alandaluslondon@gmail.com,Youssef Al-Andalusi (Owner),Popular West London shop for Medjool dates & roasted seeds. Needs modern online checkout.,High
48,Highland Dried Fruit & Nut Merchants,UK,"Glasgow, Scotland",https://maps.google.com/?q=Highland+Dried+Fruit+Glasgow+UK,No website (FB business page only),FB: HighlandFruitMerchants,+44 141 423 6677 | highlandfruitglasgow@gmail.com,Callum McGregor (Co-Owner),Gourmet snack mixes & trail foods. Lacks online web store for Scottish orders.,Medium
49,Sultan Food & Dry Fruit Bazaar,UK,Leeds,https://maps.google.com/?q=Sultan+Dry+Fruit+Bazaar+Leeds+UK,Outdated site with broken payment button,FB: SultanBazaarLeeds,+44 113 248 9911 | sultanbazaarleeds@gmail.com,Asif Sultan (Owner),High volume offline store. Payment gateway on site broken for 6+ months.,High
50,Bactrian Nut & Date Importers,UK,"Southall, London",https://maps.google.com/?q=Bactrian+Nut+Importers+Southall+London,No website (Phone/WhatsApp orders),IG: @bactriannuts_london,+44 20 8574 3322 | bactriannuts@outlook.com,Hamid Rahimi (Manager),"B2B and retail seller of Afghan dates, almonds & pistachios in Southall.",High
51,East End Nut Roasteries,UK,"Whitechapel, London",https://maps.google.com/?q=East+End+Nut+Roasteries+Whitechapel+London,No website (Google Maps profile),FB: EastEndNutRoasteries,+44 20 7247 8844 | eastendnuts@gmail.com,Ali Ahmed (Owner),"Fresh roaster of cashews, macadamias & hazelnuts. Missing out on East London delivery app alternative.",High
52,Caspian Dry Fruit & Gourmet Snacks,UK,Nottingham,https://maps.google.com/?q=Caspian+Dry+Fruit+Nottingham+UK,Outdated WIX site,IG: @caspian_snacks_nott,+44 115 950 2277 | caspiansnacks@gmail.com,Reza Ghasemi (Owner),"Specializes in Persian dried figs, barberries & saffron-coated pistachios. WIX site lacks polish.",High
53,Royal Palm Date Boutique,UK,"Kensington, London",https://maps.google.com/?q=Royal+Palm+Date+Boutique+London,No e-commerce (Brochure site only),IG: @royalpalmdates_uk,+44 20 7937 6622 | concierge@royalpalmdates.co.uk,Noura Al-Sabah (Director),Luxury date brand targeting high net worth clients in London. Needs premium Next.js storefront.,High
54,Yorkshire Organic Nut House,UK,Sheffield,https://maps.google.com/?q=Yorkshire+Organic+Nut+Sheffield+UK,No website (Google Maps profile),FB: YorkshireNutHouse,+44 114 272 1100 | yorkshirenuthouse@gmail.com,David Clarke (Owner),Sells organic raw & roasted nuts in bulk bins offline. Needs e-commerce storefront.,Medium
55,Silk Road Dry Fruits & Spices,UK,"Cardiff, Wales",https://maps.google.com/?q=Silk+Road+Dry+Fruits+Cardiff+UK,No website (Instagram DM sales),IG: @silkroad_cardiff,+44 29 2034 5588 | silkroadcardiff@gmail.com,Kawa Rashid (Owner),Unique dried fruits & nuts in Cardiff city center. Currently managing orders via DMs.,High
56,Al-Karam Sweets & Date Merchants,UK,Luton,https://maps.google.com/?q=Al+Karam+Date+Merchants+Luton+UK,Outdated page with non-working shopping cart,FB: AlKaramLuton,+44 1582 481199 | alkaramluton@gmail.com,Mohammed Karam (Manager),Major dates supplier in Bedfordshire. Existing site shopping cart is completely broken.,High
57,Solent Dried Fruit & Nut Wholesalers,UK,Southampton,https://maps.google.com/?q=Solent+Dried+Fruit+Southampton+UK,No e-commerce (PDF product list only),FB: SolentDriedFruit,+44 23 8022 4411 | sales@solentdriedfruit.co.uk,Arthur Pendelton (Director),Wants to launch direct-to-consumer online nut brand alongside wholesale operation.,Medium
58,Apex Date & Snack Emporium,UK,Slough,https://maps.google.com/?q=Apex+Date+Emporium+Slough+UK,No website (Google Maps profile),IG: @apex_dates_slough,+44 1753 538800 | apexdates@gmail.com,Sukhwinder Singh (Owner),"High volume retail shop for almonds, dates, and trail mixes in Slough.",High
59,Atlas Mountains Date Co.,UK,"Croydon, London",https://maps.google.com/?q=Atlas+Mountains+Date+Croydon+London,No website (FB page only),FB: AtlasMountainsDates,+44 20 8688 3355 | atlasdatesuk@gmail.com,Hicham El-Mansi (Owner),Imports Deglet Noor dates & Moroccan almonds. Lacks automated online checkout.,High
60,Midlands Gourmet Nut Roasters,UK,Coventry,https://maps.google.com/?q=Midlands+Gourmet+Nut+Coventry+UK,Outdated site without mobile support,IG: @midlandsnutroasters,+44 24 7622 9944 | info@midlandsnutroasters.co.uk,Paul Edwards (Founder),Roasts artisan flavored nuts. Current website built in 2014 is unreadable on smartphones.,High
61,Al-Mina Dates & Nut Roastery,Australia,"Lakemba, Sydney, NSW",https://maps.google.com/?q=Al+Mina+Dates+Lakemba+Sydney,No website (Google Maps & Facebook page),FB: AlMinaDatesLakemba / IG: @alminadates_sydney,+61 2 9750 8822 | alminadates@gmail.com,Bilal Al-Mina (Owner),Very famous Sydney store for imported dates & roasted nuts. Lacks e-commerce store for interstate delivery.,High
62,Sydney Nut & Dry Fruit Market,Australia,"Auburn, Sydney, NSW",https://maps.google.com/?q=Sydney+Nut+Dry+Fruit+Auburn+NSW,No website (Google Maps Profile),FB: SydneyNutMarketAuburn,+61 2 9649 3377 | sydneynutmarket@gmail.com,Jihad El-Hussein (Manager),High volume retail shop in Auburn selling bulk nuts & dates. Needs digital storefront.,High
63,Melbourne Date & Gourmet Nut House,Australia,"Coburg, Melbourne, VIC",https://maps.google.com/?q=Melbourne+Date+Nut+House+Coburg+VIC,Outdated WIX free store with broken checkout,IG: @melbourne_date_house,+61 3 9354 2266 | melbournedatehouse@gmail.com,Tarek Mansour (Owner),Popular Coburg store. Free WIX store has checkout issues causing lost online sales.,High
64,Sunraysia Dried Fruit Merchants,Australia,"Mildura, VIC",https://maps.google.com/?q=Sunraysia+Dried+Fruit+Mildura+VIC,Outdated legacy site (No online cart),FB: SunraysiaDriedFruits,+61 3 5023 1188 | sales@sunraysiadriedfruit.com.au,Greg Henderson (Director),Direct grower of Australian sultanas & dried apricots. Site is purely informative without cart.,High
65,Queensland Macadamia & Nut Cottage,Australia,"Brisbane, QLD",https://maps.google.com/?q=Queensland+Macadamia+Nut+Cottage+Brisbane,No website (Instagram store bio link empty),IG: @qld_macadamia_cottage,+61 7 3217 9900 | qldmacadamia@gmail.com,Fiona Campbell (Owner),Artisanal honey-roasted macadamias & local pecans. Takes order via IG DMs manually.,High
66,Al-Barakah Dates & Organic Foods,Australia,"Perth, WA",https://maps.google.com/?q=Al+Barakah+Dates+Perth+WA,No website (Google Maps profile),FB: AlBarakahDatesPerth,+61 8 9470 5544 | albarakahperth@gmail.com,Rashid Al-Kindi (Owner),Only specialty date store in Southern Perth. Wants automated web checkout.,High
67,Perth Nut Roasters & Dried Fruit,Australia,"Morley, Perth, WA",https://maps.google.com/?q=Perth+Nut+Roasters+Morley+WA,Basic static HTML page,IG: @perth_nut_roasters,+61 8 9276 3311 | perthnutroasters@gmail.com,Tony Rossi (Co-Founder),"Fresh roaster of almonds, cashews & trail mixes. Modern design & cart needed.",High
68,Adelaide Organic Dried Fruit & Nuts,Australia,"Adelaide, SA",https://maps.google.com/?q=Adelaide+Organic+Dried+Fruit+Adelaide+SA,No website (FB business profile),FB: AdelaideOrganicDriedFruits,+61 8 8231 6622 | adelaidedriedfruits@gmail.com,Sarah Jenkins (Owner),"Sells organic dried apples, figs & almonds at Adelaide Central Market. Needs web shop.",Medium
69,Sahara Date Emporium,Australia,"Bankstown, Sydney, NSW",https://maps.google.com/?q=Sahara+Date+Emporium+Bankstown+NSW,No website (WhatsApp order catalog),IG: @saharadates_bankstown,+61 2 9709 4433 | saharadatesaus@gmail.com,Mo Al-Dabbagh (Owner),High foot traffic store for luxury date boxes. Orders processed manually via WhatsApp.,High
70,Yarra Valley Dried Fruit & Snack Barn,Australia,"Yarra Glen, VIC",https://maps.google.com/?q=Yarra+Valley+Dried+Fruit+Yarra+Glen+VIC,Outdated WordPress site with expired SSL,FB: YarraValleyDriedFruit,+61 3 9730 1155 | info@yarravalleydriedfruit.com.au,Markus Weber (Owner),Tourist venue in Yarra Valley. Expired SSL displays security warning to potential shoppers.,High
71,Crown Dates & Nut Traders,Australia,"Dandenong, VIC",https://maps.google.com/?q=Crown+Dates+Dandenong+VIC,No website (Google Maps profile),FB: CrownDatesDandenong,+61 3 9791 8844 | crowndatesdandenong@gmail.com,Hassan Crown (Manager),Specialist importer of Saudi & Emirati dates. Lacks automated e-commerce storefront.,High
72,Gold Coast Nut & Gourmet Snack Bar,Australia,"Surfers Paradise, QLD",https://maps.google.com/?q=Gold+Coast+Nut+Bar+Surfers+Paradise,No website (Instagram store page),IG: @gc_nutbar,+61 7 5538 9911 | gcnutbar@gmail.com,Liam O'Connor (Owner),High foot traffic snack bar in tourist hub. Needs web store for tourist re-orders.,Medium
73,Al-Yathrib Premium Dates & Nuts,UAE,"Deira, Dubai",https://maps.google.com/?q=Al+Yathrib+Dates+Deira+Dubai,No e-commerce site (Google Business Profile & IG),IG: @yathrib_dates_dubai,+971 4 226 8844 | sales@yathribuae.ae,Ahmed Al-Yathribi (Managing Director),Major shop in Deira Spice Souk selling dates & nuts. Processes all online requests via WhatsApp manually.,High
74,Cool Dates Trading Establishment,UAE,"Madinat Zayed, Abu Dhabi",https://maps.google.com/?q=Cool+Dates+Trading+Abu+Dhabi,No website (Google Maps profile),FB: CoolDatesAbuDhabi,+971 2 633 5522 | cooldatesad@gmail.com,Sultan Al-Mansoori (Owner),Prime location on Al Sababah Street. Lacks online date gift box ordering portal.,High
75,Walnuts General Trading L.L.C,UAE,"Al Ras, Dubai",https://maps.google.com/?q=Walnuts+General+Trading+Al+Ras+Dubai,Static 1-page catalog without cart,IG: @walnutsgt_dubai,+971 4 225 1199 | info@walnutsgt.ae,Mohamed Saif (Operations Lead),"Large supplier of almonds, pistachios & dried figs in Al Ras market. Needs full e-commerce system.",High
76,Choco World Dates & Nuts,UAE,"Mussafah, Abu Dhabi",https://maps.google.com/?q=Choco+World+Dates+Nuts+Mussafah,No website (FB & Instagram only),FB: ChocoWorldAbuDhabi / IG: @chocoworld_ae,+971 2 555 7733 | chocoworldae@gmail.com,Faisal Al-Tamimi (Owner),Specializes in chocolate-covered stuffed dates & luxury nuts. Takes orders via Instagram DMs.,High
77,Safa Dry Fruits & Spices,UAE,Sharjah,https://maps.google.com/?q=Safa+Dry+Fruits+Sharjah,No website (Google Business Profile),FB: SafaDryFruitsSharjah,+971 6 568 4411 | safadryfruitsshj@gmail.com,Nasir Khan (Store Manager),Busy retail shop in Sharjah selling premium dates & imported roasted seeds.,High
78,Emirates Palm Dates & Sweets,UAE,Al Ain,https://maps.google.com/?q=Emirates+Palm+Dates+Al+Ain,Outdated flash-era site,IG: @emiratespalmdates_alain,+971 3 766 2288 | emiratespalmalain@gmail.com,Rashid Al-Dhaheri (Owner),"Al Ain local farm store. Web design is broken on mobile screens, losing UAE holiday orders.",High
79,Al-Qasr Nut Roastery & Roasters,UAE,"Al Qusais, Dubai",https://maps.google.com/?q=Al+Qasr+Nut+Roastery+Al+Qusais+Dubai,No website (WhatsApp business catalog),IG: @alqasr_roastery_dxb,+971 4 263 9955 | alqasrroastery@gmail.com,Hamdan Al-Nuaimi (Owner),"Roasts daily cashew, hazelnut & macadamia mixes. Needs direct customer online checkout.",High
80,Royal Crown Dates & Dried Fruit,UAE,Fujairah,https://maps.google.com/?q=Royal+Crown+Dates+Fujairah,No website (Google Maps profile),FB: RoyalCrownFujairah,+971 9 222 7700 | royalcrownfuj@gmail.com,Saeed Al-Kabi (Owner),Popular tourist stop for local dried fruits & organic dates in Fujairah.,Medium
